id,is_this_posting_relevant_to_sentiment_that_you_can_perform_annotation_,what_is_the_authors_sentiment_feeling_throughout_the_post_,classify,text_cleaned,text_origin,tweetid,tweeturl
5483997698,yes,S,pleasant,god sure sense humor literally terrified short girls best friends 5 feet tall slightly_smiling_face,God sure does have a sense of humor because I am literally terrified of short girls and all my best friends are all about 5 feet tall 🙂,1231009329454580000,https://twitter.com/apple_shamp0o/statuses/1231009329454575616
5483996387,yes,H,pleasant,handful images today little trip dover see brand new cruise liner mr branson scarlet lady virgin voyage slightly_smiling_face forgetting iconic dover castle scarletlady virginvoyages cruiseship dovercastle dover cruiseterminal,A handful of images from today’s little trip to Dover  to see the brand new cruise liner from Mr Branson  the Scarlet Lady  Virgin Voyage 🙂 and not forgetting the iconic Dover Castle! #ScarletLady #virginvoyages #cruiseship #dovercastle #dover #cruiseterminal https://t.co/oyKa2KavkX,1231009325294010000,https://twitter.com/opshorton1/statuses/1231009325294006272
5483979044,no,,pleasant,goes recent toy dolls would rather spend money substantial content like music upside-down_face,@ygofficialblink This goes for the recent toy dolls too. I'd rather spend my money on substantial content like music 🙃,1231009318910120000,https://twitter.com/aiiyljclc/statuses/1231009318910119936
5483985226,yes,H,pleasant,long week sick emotionally exhausted glad let drink upside-down_face,This was a long week! I was sick and emotionally exhausted. I’m glad it’s over with. Now let’s drink 🙃,1231009315932300000,https://twitter.com/ImFkin_Awesome/statuses/1231009315932295169
5483997702,yes,S,pleasant,thank paula folded_hands nature though challenges young man obscure somewhat fortunately unclouding years continue may lovely evening thumbs_up slightly_smiling_face,@CrystalGlistens Thank you Paula 🙏 It's my nature though my challenges as a young man did obscure it somewhat. Fortunately I've been unclouding it over the years and continue to do so.   May you have a lovely evening! 👍🙂,1231009258243690000,https://twitter.com/TheTwinPowers/statuses/1231009258243686401
5483983789,no,,pleasant,today awful even happy today friday work literally every day upside-down_face,Today has been awful. I can't even be happy today is Friday because I work literally every day 🙃,1231009237591040000,https://twitter.com/sortameta/statuses/1231009237591044098
5483999893,yes,S,pleasant,period makes wan na another baby upside-down_face cramps ni quien los aguante,Being on my period makes me just wanna have another baby 🙃 These cramps   ni quien los aguante,1231009234772320000,https://twitter.com/daisyalcala12/statuses/1231009234772324352
5484009926,yes,E,pleasant,excited see though put clothes away love god upside-down_face,I'm excited to see him though.   Just. Put your clothes away for the love of god 🙃,1231009229936500000,https://twitter.com/cyndaquilla/statuses/1231009229936496640
5483985224,no,,pleasant,conoce reminds omf driver playing like upside-down_face face_with_tears_of_joy,no me conoce reminds me of oomf and our driver over here has been playing it like 🙃😂,1231009220989990000,https://twitter.com/_nbenavides/statuses/1231009220989988864
5484009928,no,,pleasant,2 first one including new ones need like 9 upside-down_face,@BeanieJedi33 @OriginalFunko @WonderWomanFilm @warnerbros @DCComics @HotTopic @Walmart @BoxLunchGifts @Target @amazon @GalGadot @PattyJenks I have 2 from the first one  not including these new ones I need like 9 🙃,1231009208750920000,https://twitter.com/samikitten/statuses/1231009208750919680
5483990242,no,,pleasant,send us cc guys want apology accepted slightly_smiling_face,@DB_Legends @DBLegendsENG Send us more cc if you guys want your apology accepted 🙂,1231009163767140000,https://twitter.com/ralf19_ace/statuses/1231009163767140352
5483996381,yes,P,pleasant,lol guess cancelled fence upside-down_face,@rainyjager @aravosis Lol I guess we cancelled each other out. I was on the fence and now I’m in 🙃,1231009163129420000,https://twitter.com/tiny_direwolf/statuses/1231009163129417729
5483985221,yes,A,pleasant,’ acting like perfect christians sure know disrespectful plenty people upside-down_face,Some of y’all out here acting like the perfect Christians sure do know how to be disrespectful to PLENTY of people 🙃,1231009161238010000,https://twitter.com/KeeyLoLo_/statuses/1231009161238007814
5483994299,yes,H,pleasant,mcdonalds could made vegan chicken mcnugets milkshakes instead upside-down_face,McDonalds could have made vegan chicken mcnuggets and milkshakes instead. 🙃 https://t.co/LgavMaxhUr,1231009159447030000,https://twitter.com/msangiemoon/statuses/1231009159447031816
5483999902,yes,S,pleasant,know patient turn interpreter radiologist paid hospital watching patients issues upside-down_face could sick,@bbcquestiontime How does she know about this patient who didn’t turn up and the interpreter and radiologist were paid ? What was she doing in hospital watching over other patients issues 🙃. Couldn’t have been that sick to have been there herself,1231009157278500000,https://twitter.com/chr1sj89/statuses/1231009157278502912
5483982047,yes,P,pleasant,ok slightly_smiling_face ... also monstax talented kpop group released first english language album talking mature topics masterpiece time curious please check songs black_heart smiling_face,@vlisstear @chartdata ok 🙂...ALSO #MONSTAX  is a very talented kpop group who just released their first English language album  talking about very mature topics  A MASTERPIECE. If you have time and are at all curious  please check out some of their songs! 🖤☺️@OfficialMonstaX https://t.co/xHfefk9e65 https://t.co/BcxvG1f52D,1231009110059090000,https://twitter.com/WonkyunsDemon/statuses/1231009110059094017
5483985220,yes,S,pleasant,headphone surprise honor/pleasure sing tune w/me got ta say truly one fun times onstage studio_microphone fire fire come sing/laugh/dance/chil w/me tonight 8-9ishpm slightly_smiling_face,🎧 I had the surprise honor/pleasure of having @mshockedrox sing a @paulsimonofficial tune w/me at @cafebohemianyc which I gotta say was was truly one of the most fun times I’ve had onstage!🎙🔥🔥Come sing/laugh/dance/chill w/me TONIGHT 8-9ishpm!🙂 https://t.co/b8KZIZr7V0,1231009092526800000,https://twitter.com/MusicDAVIDMCKAY/statuses/1231009092526800896
5483980508,yes,E,pleasant,exciting date diary slightly_smiling_face guitar studio_microphone musical_score looking forward knocking tunes guys march 7th 3pm bradyfest2020 songwritershow,Exciting date for your diary 🙂🎸🎙️🎼 looking forward to knocking out some tunes with @_JohnnyBrady and the guys March 7th 3PM  #BradyFest2020 #SongwriterShow https://t.co/JJhzDz5Poo,1231009072494850000,https://twitter.com/realpetekennedy/statuses/1231009072494850049
